review	sentiment
place pellys beautiful cosy quiet safe promised studio accurately missed wisely located kolonaki area appartment family house provisions fastly easily accessible clean tidy organized ideal place rest unwind long day recommend enjoys cosyness good taste hospitality excellent host	positive
wonderful apartment great space location fantastic close major tourist spots feel living local house furnished guest manolis helpful worked crazy schedules transportation issue answered questions typically minutes great attentive host wonderful apartment great spot	positive
spiros excellent host airbnb experience mum aunt spiros kindly welcomed bread olives arrival happy queries loved coming apartment day touring felt real clean homely mum aunt disappointed stay hotel holiday morning loved breakfast balcony spiros making special memorable holiday experience	positive
floor apartment accessible stairs small elevator clean bathrooms small kitchen central location acropolis view personal balcony walkable sites expect nighttime noise central locale bad tons restaurants supermarkets nearby host graciously allowed early check responsive arranged taxi pick airport space felt secure warned walk area midnight taxis door	positive
athinas place nice clean lot artistic touches amenities working satisfactorily close acropolis issue reachable arrival consequent wait dump luggage rest fine	positive
host nice great sending maps communicating managed lost pretty normal main issue temperature reviewers hot bearable temperatures athens degrees yesterday doors open air fans doors open noisy unbearably hot ended leaving place stay night air conditioning simply hot sleep place nice size kitchen nice pots making dinner hostess nice met person heat time year	neutral
charming place perfect location busy plaka neighborhood lots cafes shops lovely quiet street hidden bedroom delightful rough older woman poor flexibility younger person child dream	positive
staying jasmine brilliant spacious light filled clean appointed athens fault accommodation gheorghos comfortable looked kolonaki great area stay walk sights attractions athens neighbouring restaurants bars fabulous transport close apartment nice quiet sleeping relaxing dad spent time sitting terrace reading wanted permanently	positive
denises apartment situated athens providing guests door step attentive extremely helpful communication queen fault stay	positive
loved stay host met metro station introduction city dehydrated travel cold water waiting fridge location great walkable pretty acropolis minutes walk cool rooftop bar nearby called cafe zen offered cheap drinks compared standards great food veggie friendly flat main touristy drag feels bit combination visitors tourists nice thing bringing earplugs eye mask awesome things place offer loud night dont greeks sleep room dark host upfront listing light sleeper prepared	positive
house location great close located nice neighborhood house clean prepared arrive gift owner dimitris arrived opened airco house cold summer period personally talk dimitris communication good fast helpinformation host met problem arrive solve problem spend hour solve problem time confirmation problem solved send message holiday suggesting places restaurants attractions lot dimitris	positive
dimitris amazing host hour delay arrive athens receive keys flat left wine juice fridge small treats neighborhood kipseli beautiful flat close market bakery fruit shop restaurants metro station minute walk accessible stove working day dimitris fixed great host stay time athens	positive
apartment spacious open airy beautiful view city central neighborhood bad rap pretty safe common sense center large city george professional helpful trip forward staying time athens	positive
great super clean photos disappointed place tourist areas parking free parked street night good place stay athens	positive
good things room cold didnt warm feel comfortable max hours room smaller photos lead doesnt explain cleaning fee higher bigger places charge clean	neutral
bedroom apartment bedroom apartment room double single room double disappointed extreme inaccuracy listing place fine located appointed bit peeling paint elevator scary	negative
amazing host great place stay athens easy walk metro luggage stairs climb issue	positive
decent place return choice airbnbs athens minor annoyances solid annoyances february cold athens air conditioner feel comfortable fine day touring city crashing night traveled business needed spend evenings office working laptop cold asked extra air heater cold responded guest asked fine heater cope opposite direction host gaslight guests noti bought euro mini heater kind check minutes earlier woman pick metro station great thought morose lady started rushing uphill drag suitcase laptop dropped cleaning lady deal hanging cleaning lady cleaning lady nice needed time check time finish work properly ended lunch coming shower rush officei late work meetings expect drop luggage check time great expect cleaning person suspect lot commented interacted guests nationalities lotso late work extra euros nahh backah bought toilet paper complicated bring picture	negative
nice chilled stay aristotelis place area great apartment including supermarket bakery nice trendy restaurants aristotelis great host provided map tips city advises trip islands positive point feel mention place summer peak hot room small ventilator helps brazil heat fine people issue place location great totally recommend stay	positive
advertised place close gazi strip bed shockingly comfortable issues host fast respond star hotel priced good money	positive
greeted kelly welcomed flight delayed late evening quick settled room point direction food house comfortable clean location perfect wanting tour acropolis nearby historical sites great location restaurants shopping kelly husband son gracious hosts helpful advice needed	positive
nice small expected missed garbage kitchen nice clean place dont eat inside realize garbage missing tbh	neutral
stay wished athens nikos amazing host delayed athens meeting keys apartment nice neighbourhood super close key things athens huge amazing view acropolis sat breakfast drinks evening everyday totally private recommend nikos apartment highly greece	positive
great time evangelias place apartment small duck bathroom deal breaker loved patio shower fine late march walk major sites minutes citys public transportation hub plenty restaurants cafes shops note apartment flights stairs absolutely worth views acropolis enjoyed breakfast patio mornings spacious area large table evangelia sweet super responsive offered mail postcards missed post office hours flying early business day amazing stay return athens evangelia	positive
architects stylish homes stay beautiful contemporary large terraces amazing views athens recommend photos great reality thomas welcomed flight hours delayed good recommendations property hill advantages districts athens quiet location good views restaurants bit climb hill recommend renting car taxi dont exercise	positive
lovely stay nikolas apartment center action plaka residence perfect location restaurants bars shopping acropolis museum site place impeccably clean nikolas features place arrival special note small balcony living room sit breathe buzz neighborhood thing note latenight area garbage men collect stay men didnt consideration sleeping caused sleepless nights fault flat nikolas	positive
airbnb prettiest street plaka central restaurants shopping literally cafe door loved hearing street musicians night felt dated photos issue amazing location amenities washer dryer kitchen mention helpful anna arranging transport answering questions stay time athens	positive
nice small studiovery clean bad location min metro foot shops buy stuff	positive
apartment clean located supposed separate beds queen size bad sofabed careful checking early morning door locked leave keys inside apartment spacious nice airbnb	positive
experience georges place placa wonderful started arrived extremely detailed instructions apartment airport helpful arrived welcomed despina friend georges feel incredibly friendly suggestions things city apartment asked location perfect walking distance minor complaint couch pictures simply comfortable stay recommend cozy affordable perfectly located place athens	positive
evelyn quick issues concernsbeautiful fun jacuzzi late nights athensthank	positive
niko great helpful directions place helpful map local places nearby cold water fruits fridge snacks arrived met station place explained expected hope place	positive
loved apartment complaint beds hard rooftop balcony easily accessible didnt comfortable felt safe updated modern central location expect noise dimitri friendly responsive walking distance enjoyed stay athens	neutral
stayed amazing apartment young family days athens minutes walking distance perfect location stay athenshosts helpful understanding stay apartment clean spacious main balcony great view acropolisonly downside family cold apartment warmest place stayed living room fault booking winter summer praying cold apartmenti apartment athens greatest time spent people love great memories	positive
location excellent real athenian neighborhood close evangelismos metro angelica mother wonderful communicate good coffeeshops downstairs including cue coffeebar great energy street blocks bakeries fruit stand bookshop specialty shop kerannami olives eggs cheeses delicious frozen spanikopita quality greek wine tsipouro big chain grocery store wonderful restaurants direction vlassis rizari fatsios movato provato beautiful safe building area apartment clean fully air conditioned reliable wifi midsummer apartment stay shuttered dark day protect heat small balcony usable late evening early morning located comfortable watching missed working space desktablelamp outlet charging electronicsas weeks working trip work cue rizari great location compensated minor issues	positive
apartment great clean practical view terrace worth entire price spent couple nights chilling terrace beautiful places athens thomas hosts ive met kind responsive helped sort issues parking motorcycle laundry super recommended	positive
apartment perfect location walkable great shops restaurants bars plaka couple minute walk museum acropolis location price incredible restaurants nearby mani mani balcony restaurant minutes bit spendy worth euro apartment maintained great features air conditioning clean great stay issues check management company responsive knew happening seamless	positive
great time vivians place extremely helpful set reservations great free walking tour dinner greek orthodox easter picked airport washed laundry great location walkable amazing tips limited time	positive
great familylike apartment athenian building controversial areas athens stones throw doris apartment tenant offer tips neighbourhood city love apartment warmth attention feels personal cold hotel room	positive
kinds airbnbs type neighbourhoods graffiti speaking set maximum profit minimal effort displacing residents raising rents platform long time ive worst bad arrive night inside blasting creepy thought inside figure set neighbours living set turn alarm settings greek leave entire time mute blast middle nightagain place feels super suitable family ton locked cabinets place echoes canyon lightbulbs worked burnt fluorescent horrible dont ive airbnb decent cup coffee stale crumpled bag usable tap water fridge coldgood literally blankets october hot host offered bring day assembled sheets place trick fitted sheets bed total mess morning lol fullsized window shutter broken arrival stuck half open host effort mentioned hot water situation pathetic minutes barely people guests major problem time shower head blew kind hilarious water exploded quick illustrate point mentioned french reviews warrants mentioned dogs bark crazy close lot block quiet airbnb meant people pay rent renting dwellings travellers place type designed maximize profit screw neighbourhoods familysized apartments market accuratesounding graffiti concerned residents streets good traveller dont support places mistake listings lived helping afford live live opposite clean cool ikea pieces place good money internet	negative
toni outstanding communication extremely helpful setting securing transfer airportport location ideal exploring athens days reservation cut short issue inside rental toni accommodating communicated resolve issue	positive
apartment beautifully decorated spacious lot amenities apartment centrally located downtown walking distance acropolis monastiraki transit checked yiannis mom lovely connected yiannis offered assistance needed problem night sleep presence garbage construction trucks scooters people street night impossible sleep windows apartment adequate muffle noise morning messaged yiannis issue inquire common issue received response decided leave book nearby hotel remaining days stay yiannis responded evening told leaving mentioned earplugs unit issue weekends quiet nights sleep place forum complete idea dont review yiannis provide view point chance apartment	neutral
place explained veerrryyy close plaka walking distance perspective love walk problem decided taxi close minutes max depending close place perfect opinion based limit appliance electricity outwe issues warnedif recall arriving appliances timeoverall price great stay	positive
absolutely loved stay plaka chariss apartment perfect location lift mom limited mobility chose plaka area wanted walking distance mom apartment situated feel completely charis anna nickos needed charis extremely responsive communication highly recommend apartment host charis	positive
apartment testament human ingenuityalthough small person felt cramped design cozy stylishgiota wonderful host eager share local tips advice	positive
george helpful pickup airport cousin fee taxi door great location nice walking distance acropolis markets stars beds hard sore slept	positive
airbnb experience communication alexandros outstanding airport pick providing sim card purchase luxury apartment facility faults outstanding apartment terrific location plaka restaurants shops virtually doorstep sights athens acropolis brisk minute walk making apartment location city alex hard work	positive
place awesome absolutely fit people kids dont mind staying shady neighborhood pretty bad neighborhood building pretty awful apartment service star draw email stating wifi told generic mail send wifi	negative
georges apt mentioned reviews prior good location tastefully decorated fulfilling stay impressively georges nephews willingness accommodate smallest requests asked drying clothes washing machine dryer turns greeks hang dry apt didnt hanging hanging rack purchased delivered apt noticed lack iron purchased delivered small plumbing issue resolved george felt bad offered treat pizzas restaurant airbnbs hosts	neutral
nice designed house wonderful terrace location great cool bars restaurants flat flat bit messy thing air conditioning flat making cold room point close opened windows started warm insidethere wardrobe place hang clothes hanging stick	positive
perfect location explore athens things easy walking distance metro minutes walk literally walk door entrance acropolis yards space comfortable plenty room spread didnt kitchen appeared stocked host flexible flight delayed set minute transport middle night	positive
good location mins walking subway station mins walking acropolis room clear big panos mother nice warm reception good bit cold water bath room feel wonderful journey lot	positive
amazing place central clean spacious quiet night perfect hesitate book absolutely issues	positive
attetion read carefully place interested announcement luxury apartment athens reservation discovered clients nearby shabby hotel thinking measure adopted summer previous reviews august july thought situation changed pictures apartment representing apartment thirty minutes arriving place host told nearby hotel room minimum explanation host refused contact airbnb messages arrived hotel dirty small room luxury apartment thought stay unsafe neighborhood drug dealers selling drugs directly street taxi driver advised showuse wallets mobiles street wanted avoid problems awful experience	negative
amazing location equipped flat attentive host anticipated parking issues provided options	positive
spent nights family including elementary school aged children perfect place enjoy explore athens apartment spacious charming wellappointed favorite delightful outdoor space small balcony overlooking lively streets plaka roof deck acropolis views acropolis views master bedroom window bad view wake bed location heart plaka walking distance major tourist destinations nikolas helpful gracious host provided athens neighborhood arrival welcomed wine fruit milk cookies children light sleeper bed early bedrooms overlooks busy intersection bit noisy night dont staying pack earplugs	positive
great hostthe apartment great location quiet walkable city center bed comfortable air condition cold pic book athens time negative internet time lagged reboot modem	positive
fantastic hosts great location remarkable view hesitation stayed height summer real appeal place outdoors pretty limited indoors small price	positive
wonderful place stay athens walking distance places wanted quiet street apartment comfortable host thought lovely met bus walk apartment flight delayed tons local feel airbnb experience	positive
communication host excellent issue addressed apartment clean appointed homely central touristic attractions pleasure stay stay genies apartment pleasant experience nicholas debra melbourne australia	positive
view flat unbeatable ive visited athens times waking acropolis close distance balcony unique flat equipped greek coffee spacious party bit cold day temperature low extra comforters warm host pre trip prompt communication flat arrived friendly helpful neighbourhood central major sites walking distance return highly recommend stay	positive
flat close athens vacation great family people plenty space bathroom downstairs bedroom small issue hosts experience phenomenal gracious welcoming friendly power vacation	positive
wow incredible airbnb host teach masterclass airbnb hosts manage airbnb perfect couple day great communication big clean airbnb building elevator units worked bed comfortable noise bars downstairs issue area general late issue	positive
vaki mikes place fantastic great location beautiful apartment group friends staying luxury room big max issues space great place	positive
christos aleka excellent hosts recommend apartment kind responsive welcoming airline lost bag checked aleka reached apartment space clean updated multiple units hot days location great easy walk subway shopping food popular tourist sites stay	positive
stayed sister marchbeautiful clean appartment lot equipment min fromthe center metrothe beds uncomfortable mobile wifi didnt work guests megabytes panagiotis recharge	negative
das apartement ist sehr klein aber intelligent gebaut wir fhlten uns wohl bad dusche ist eng und nichts groe menschen mit platzangst das highlight ist natrlich die terasse phantastisch sokol ist kommunikativ hilfsbereit und sehr freundlich viele sehenswrdigkeiten lassen sich zu erreichen allerdings ist das stadtviertel nicht gerade eine feine wohngegend leute die sich solchen areas unsicher fhlen sollten nachts ein taxi nach hause nehmen	positive
love love love love place recommend feel good price enjoyed thing inside house konstantina sweet lady feel explained house stay time visit athens bed comfy location perfect train corner stops acropolis super market corner easy lost great communication konstantina	positive
efthimis amazing host weve wait matter minutes response enthusiastic explaining apartment provided complete guide explore athens time allotted visited left cell phone apartment leaving week islands efthimis responsive informed retrieved phone drove hotel returned returned deliver phone superb apartment flawless direct rare view acropolis night hotels view nonexist charge triple rate airbnb issue finding needed apartment extremely plentiful space amenities clean star experience efthimis	positive
stay katerinas phenomenal hostess mother rena absolutely wonderful feel didnt sights comfortable rena greeted bought local breads baked goods apartment stocked simple things needed coffee tea milk basically ready stocked hoped looked photos rena helped pick language provided maps local restaurant tips directions katerina easy follow touch needed trip max minute walk acropolis easy local amenities thing trip people helped experience rena hand wonderful personality ordered takeaway behalf felt comfortable relaxed holiday needed weather bad experience air bnb highly recommend apartment efcharisto rena katerina	positive
fantastic apartment perfect location close proximity metro station host brilliant managed solve minor issues recommend apartment explore athens	positive
airbnb stayed fact katerina yogurt homemade granola homemade marmalade arrived amazing sweet met flight delayed keys place stars	positive
george friend phaedon welcomed lobby house quiet clean tidy sofa bed double bed big people sleep bathroom clean spacious hot water blinds windows terrace moved electric motion visited weather cold sudden climate change heater worked warm tap water clean drink coffee machine location perfect walk minutes tourist attractions regret hair drier perfect athens time stay location room condition host	positive
elena kind patient missed flight checked late night waited complaints apartment pictures clean homely stayed day enjoyed stay hope highly recommended	positive
amazing place big lost highly recommend	positive
leonidas helpful stay arranged airport transfer helped check great start staythe apartment cozy beds comfortable photos bathroom bit small didnt worry family short day stay location fantastic easy walk major sights quiet neighbourhood local restaurants shops great children adults alikewe issues unexpected insect swarm warm weather foreseen leonidas quick respond arrange pest inspection great place stay wonderful host	positive
george panagiota definition hospitable apartment wellfitted smallest thoughtful details hosts great communicators needed apartment fresh clean loved balcony furnished enjoy city scenery metro directly street extremely convenient disappointed place	negative
amazing location quiet safe residential neighborhood incredibly close main athens sights apartment clean decorated check smooth complaint hot water min shower running hot water perfect place people sofa couch ideal ilias provided helpful stores restaurants neighborhood highly recommend manh manh min stay food incredible	positive
entrance building terrible smell fuel	negative
amazing apartment nice location christos super kind stay expected house perfectly cleaned beautiful recommend place pay good attention instructions christos didnt kinda lost haha	positive
katerina amazing host bery helpful kind responded booked minute missed flight space perfect smart enjoyed apartment finished high specifications quiet close centre bathroom beautiful	positive
apartment beautiful easy space cramped imagined downstairs bathroom incredibly comfortabletry bakery street coffee incredible	positive
host friendly helpful flight arrived late night flexible kind receive apartment spacious comfortable stay close metro station takes easily main attractions bed improved bit uncomfortable noisy recommend stay athens	positive
husband stayed nights left greek isle cruise adam host city father garry meet apartment kind welcoming told needed apartment nearest food market restaurants train stations apartment clean decorated furnished essentials neighborhood authenticas typical touristy area walk bit minutes train station enjoyed walk lots feel culture hard working people majority city athens time storerestaurantcafe people friendly needed enjoyed time stay	positive
great apartment close sights days walked clean modern floor pretty cold tiles house slippers walk shoes complain love choose apartment	positive
ioanna easily reachable offered helpful suggestions check super easy located floor spiral stairs elevator bed comfy room nice great views directly metro making traveling sites east restaurants cafes street star noise night owls plan bars clubs night located directly club plays music roughly stayed monday friday music played night monday thursday nights worst felt music vibration apartment music loud drown making sleeping pretty difficult good money great host	positive
loved time athens apartment great location comfortable rooftop terrace perfect coffee morning wine evening neighbors building friendly negative building plumbing issues didnt problems mentioned signs lobby warning didnt expect monastiraki turned lively vibrant neighborhood dont graffiticovered streets crowds people monastiraki squarejust streets quiet cobblestone streets gorgeous views dont anafiotika cafe romantic dinner happily stay apartment	positive
experience airbnb accommodation christos kind helpful welcomed kindly helped sort internet work impotant matter speed test poor quality great absolutely video calls hdthe appartement wonderful cocoon bigger pictures decorated perfect lightning daylight cook bed extra confortable sofait calm quiet barely heard neighbours heating worked wellas neighbourhood big supermarket door extra convenient min acropolis nice cafs restaurant safe area problem foot night	positive
stay thelmas placepositive pointsthe place spotless cleanvery close shops station yellow cabs cheap complicated main attractionsshe meet arrival explained everythingnegative points bunches ants kitchen thelma reviews exterminated ants ants chairs balcony pictures current chairs wood dangerous years daughter sat chair fall weve noticed chairs glue happened sof bed defaulted hard open left open break damage daughter slept thelma accused breaking iron slept days fixed glued chair wood chair doesnt picture airbnb host told didnt broken chair impossible chair glued reason host bad intention open bed leaves apartment	negative
house perfect couple beautiful fit purpose nice place stay enjoyed stay effies place husband nice suggestions eat worthy suggestions travel issues check late evening effie cooperative leave luggage till late thankful highly reccomend place stay ate ya literally metro min wal perfect	positive
stayed marias house plaka nights location location location aptment literally steps athens steps super close proximity main attractions acropolis monistiraki square market syntagma square temple hephaestus vegan restaurants min walking distance extraordinary terrace view night parthenon amazingthe caveats aptment located narrow street inaccessible vehicles normal hours drag bags block difficult older travelers large bags big deal issue visiting nov water heater funky turn advance mins shower hot water lasted showers cold plan	positive
friend stayed apartment nights absolutely loved konstantinos crew super reponsive trip helping luggage issue apartment chic modern pictured love chairs theme nice touches fresh flowers emergency medical kit maps kitchen stocked bedrooms equally large size good storage unpack loved porch connects living room bedrooms bakery minutes walk recommended konstantinoss guidebook goto spot morning highly recommend fetaeggplanttomato sandwiches great place stay clean comfortable tucked main monastiraki area highly accessible	positive
stayed christoss alekas place month fantastic check process aleka cookies left beer wine pot coffee lovely touch difference travelling destination min walk centre athens hard plenty shops corner stumbled local fruit veg market tuesday street cheaper fresh produce fantastic stay recommend check athens	positive
great place stay short longer stay athens walking distance mins center subway close bakery bar small grocery store clean tidy kitchen equipped soap shampoo showers noise level high hand expect big city athens close center good thing bedrooms located checkin process easy issue ioannis quick responding emails calls solves summary great place stay highly recommended	positive
simple clean apartment center things comfy bed wonderful views balcony aware door locks issue	positive
athens trip wonderful jim nice people met didnt bad surprises flat people trip easy pierre	positive
location pretty good price decent host amazing resolve issues answer questions appreciated airbnb nice felt live pictures posted building space big comfortable main negative noise street loud bring earplugs recommend short stay	positive
previous reviewers mentioned location fabulous easy airport port public transport metro minimal walking involved easy walk acropolis didnt sights stefan great deal answered queries pleasantly arrived local map room instructions travelling airport ferry kitchen area clean large room balcony facing acropolis great sheets bed prefer kitchen area kettle fridge bit limited bathrooms toilet shower shower area small january cold price perfectly adequate short stay	positive
hot water heater bit difficult figure figure easy key tricky matter minor issues	neutral
property amazing christos excellent host stayed nights face issue apartments clean spacious amenities area location good recommend travelling family	positive
konstantinos consummate host area great communication plane delayed set taxi meet apartment quiet clean great rooftop views parthenon	positive
apartment absolutely amazing spent month eider attentive requests loved close metro moving athens easy area supposedly unsafe people watch interacted people learned zone tons immigrants locals dangerous worry felt safe walking neighborhood late night wifi bit slow mpbs digital nomad issue vpn	positive
great families couples friends traveling agis apartment highly functional short long stays super clean furnished designed place good job lots nice touches location hard beat	positive
andreass apartment clean tidy compact rooftop terrace nice touch bed comfortable plenty linens washing machine convenient things neighborhood noisy night lots kids street apartment sink counter toaster stove small basic hotplate bringing andreas add regular coffee pot mentioned guest lost	positive
boyfriend picky person hard harris place exceeded expectations pick airbnb place things safety location place central location convenient explore athens travel airport port safe quiet flight arrived midnight checkin met harris person issues communicating text stayed till text arrived safely highly recommended place	positive
fault perfect location easy place needed night athens day	positive
great stay aliki makis easy contact friendly helpful place confusing meet didnt lost agree place nicer photos spacious apartment air conditioning lifesaver location walk acropolis major attractions runwalk apartment minute walk start hill muses great place running fantastic views acropolis ancient ruins metro stay metro airport metro minute walk apartment internet reliable fast stream movies relief days spotty internet athens stay	positive
nicoletta town arrived arranged nicky meet met metro station dealt fuzz wifi erratic caused problem provider hard weekend nicky notified progress constantly biggest asset apartment location neighborhood close metro nice balcony perfect breakfast small drawback small bedroom basically size bed bed built missed description bedroom suitable children adult children moved living room sofa sleep worked fine nice daily visit house cleaner unexpectedly washed breakfast dishes	neutral
cold athens warmer anna met baked treats offered assist experience apartment conveniently located access site journey stay anna highly recommended	positive
cozy comfortable place stay athens place located monastiraki station omonia station ruins acropolis famous places place foot fantastic location stay host zannat bright kind considerate person nice guest recommendations helps disappointed	positive
commentaires franais anglais commentaries french english qui tait agrable accueil sympathique daris belle terrasse belle vue bon emplacement vieille ville acropole merci pour nourriture petit djeuner boissons abondantes qui dcevant assez deau chaude pour personnes eau assez chaude chauffeeau solaire assez performant impossible prendre douches rapides soir eau trs froide matin photos grandangle souvent peu fidles sur site voit quel point cuisine troite hall dentre servant salle manger minuscule minuscule table carre pour maximum dans hall une fois table chaises pousses milieu peut ouvrir porte des toilettessdb lappartement loge personnes vraiment sbd dans lune une douche wc lavabo dans lautre minuscule wc petit lavabo cuisine pauvre ustensiles couverts grillepain difficile contacter propritaire jours prcdant notre venue aprs emails sms appels tlphoniques une plainte auprs dairbnb nous avons russi lui parler pour dtails concernant taxi dpose bagages notre arrive loyer euros pour nuits tait donc trop lev pleasant ariss warm terrace view location city acropolis food drinks provided breakfast disappointing improving hot water people water hot showers solar water heater water cold morning waterheating device aris mentioned pictures truetolife verywideangle photos small kitchen tiny entrance hall serves diningroom tiny square table people maximum apartment sleeps open toilet door pushed table chairs middle entrance hall people manage bathrooms shower toilet washbasin toilet small washbasin kitchen utensils missing averagesized fryingpan people teaspoons cooking cutlery big knives wooden forks spoons tiny salad bowl wash salad toaster pans difficulties contacting aris days stay emails text message reported problem airbnb called finally speak order details rent euros nights expensive	negative
perfect flat tucked street stadium easy walking public transport major sites host amazing quick responses inquiries arrange van port wonderful multi meal paired artisanal greek wine disappointed	positive
good money close subway neighborhood bad careful	neutral
location amazing close transportation plenty places eat nearby danny responsive helpful flat bit smaller photos people fine wifi worked great small issues danny responded handled appreciated shower bit interesting shower hosesprayer place hook head bit hard ladies shampoo condition hair guy bad great experience cab airport euros bad	positive
dimitris great flexible flight delayed met arrived dimitris quick overview apartment area fantastic restaurant suggestionsthe apartment comfortable walking distance athens attractions tons great food	positive
grosszgige saubere zimmer und bad	positive
alisa hospitality place amazing room cosy clean location perfect sites pretty food shopping transport foot acropolis lost small streets athens recommandations waiting room nice filema restaurant apartment perfect good time athens claire arthur	positive
nina nice fast answer questions proactively communicating details keeping luggage late flight enjoy city apartment limited space nina	positive
cheap centered flat lot efforts flat nice beautiful thankful owners honest surroundings bad neighborhood natural light flat	positive
yannis helenes apartment great newly decorated cosy great views acropolis yannis helpful booking small issue yannis sorted super kind check great hosts recommend staying athens	positive
amazing base great location short walk tourist spots bars restaurants view apartment acropolis impressive apartment modernly decorated major issue bed making loud noise great stay	positive
airbnb experience month trip europe place comfortable clean view spectacular george communicative friendly accommodating airline lost baggage offered airline phone didnt working number highly recommended	positive
wife stayed dimitrios place times month arrival greece transitioned visiting mainland islands day athens americafirst neighboorhoodthe apartment located sixth floor accessible elevator older appartment building eqipped large balcony marvelous view parthenon south sky leaning rail balcony directly pair narrow pedestrian streets occupied small resturants bars tables resturants bars vibrant people enjoying food drink open air vehicular traffic slice modern greek cafe life nontourist setting neighboorhood active noisy modern thriving authentic attractions athens walking distance pick spot appartment apartment large small perfect wife felt confined cramped dimitrios place spotless tastfully decorated comfortable inviting bed large comfortable bedding equally slept woke refreshed day reminds replace mattress returndimitrios hosts nature international travel arrived intended matter day hour dimitrios met apartment trusted friend meet keys night greece arrived morning told dimitrios stay hotel airport dimitros dispite late hour greeted cheerful young man dimitrios good friends apartment helped settled marvelous start exploration greece ill admit athens morning met dimitrios laid complete itinerary route city including resturants completely transformed time athens explored athens native differenceits impossible good things dimitros wonderful friends marvelous apartment neighborhood loved minute stay meeting friends exploring city young adventerous wife claims day imagine exploration things greek meet dimetrios stay apartment	positive
start check texts days checking single response called arrived apartment miscommunication airbnb point hadnt received gate code hour sort outthen morning issue power unacceptable large foot high gate locked alternative exit girlfriend guest stuck rock climber managed climb calling responses host event emergency screwed gatethen rooms broken objectsbathroom door handlenot attached doorshower door windowcoffee machineleaked water poured giant brown stain mattresswindow screen tornkitchen fauceta lot limescaleavoid place	negative
francee amazing host weeks prior arriving ready responded questions flight delayed plans rearranged francee extremely flexible accommodating needed providing breakfast morning troubles arranged transport airport ease knowing driver trustworthy place beautifully decorated clean amazing view acropolis book francees place future	positive
apartment clean suits perfectly person wifi good kitchen equipped cook simple dishes bed comfortable host sokol responsive helped instantly issue neighborhood dangerous felt raped time walked woman street times time guy rob phone night suitable location woman traveling	positive
gorgeous spot great party high season lot quiet stay october quiet stay peaceful relaxing complaint short	positive
amazing stay ilias danaes modern apartment central hustle bustle athens centre fault single thing wait return weeks	positive
stylish place access netflix aid kit kitchen welcoming snacks sadly area bit sketchy happened taxi drive warned bad area night	neutral
received warm smiling olga tidy apartment communication super smooth olga doesnt speak english feel managed translation app gladly turned single beds double request sadly springfilled mattresses room worst kitchen bathroom clean	negative
great stay easily nicest airbnb ive stayed outstanding location tourism extremely furnished christos great issue hot water fixed minutes notch place	positive
helpful accommodating hosts waited morning arrive check delayed flight hercules list place city recommended dora answered questions effectively recommend friend	positive
spacious flat close centre dimitris awesome relaxed host issue	positive
pleasant stay alexs apt welcoming accomodating check arrived late night apt clean spacious located drawback wifi quality poor connection recommend alex host	neutral
located metro tube station mins paul nice clear directions needed flat airconditioning cold evening time	positive
partner spent nights stellinas apartment didnt meet stellina helpful host contactable phone responded questions stellina warm welcoming mum meet left nice cold drinks thoughtful snacks stellina mum brought cooking equipment dinners apartment basic cared clean comfortable bed nice balcony sit easy minute walk tube metaxourghio nice square local shopsrestaurantcafes apartment square community hub noisy night didnt offensive slept improvement air fan apartment hot greece great apartment affordable break greece highly recommend	positive
doubt place gorgeous clean central fantastic friendly safe neighbourhood minute walk tram tram center town walk easily beautiful pedestrianised avenue zappeion absolute favorite parts stay familyowned local supermarket meters flat great friends family send local greek produce smile flat spacious equipped standards wanted sheets changed washed needed terrace phenomenal spent stay working parthenon thinking lucky expected athens quieter streets loud flat equipped soundproof doors sun blocking partitions closed single sound heardall staying month imagine issues naturally issue chryssa concerned prompt fixing exchange issue stressful nature issue instances misaligned communication styles chryssas style managing problem communicating felt abrupt mildly accusatory feel bit uncomfortable rest communications nice reviews great interactions sum wonderful stay stayed month issues	positive
cute cozy apartment arrived leandros father greeted extremely friendly helpful bit surprised people group evening foldup bed comfier actual bed bedroom waiting hallway neighborhood nice location quiet good bad thing depending easy public transportation bus takes straight airport kolokinthou short walk southeast lenorman apartment sepolia metro close apartment walk north easier trolley apartment living room plenty entertainment time kitchen extremely stocked greek coffee tin delicious complaint night hot water hours huge deal recommend leandro	positive
anastasia amazing job interior design details unbelievably lovely needed kitchen amazingly equipped felt totally time downside dusty bed bit hard personal preference big supermarket street wanted minutes amazing stay anastasia great time	positive
didnt stay aggeliki wrote mail airbnb consideration story car fixed apointment hostaggeliki car mentioned emails car park place wether free tax panouermou metro station park asked car ageliki advice difficultly accepted appartment speaks poor english talking listening music headphones paying parking street paying parking closing weekend didnt effort matter parkings blockhouse pour english convince easy park car street neighbourhood refered neighbourhood lm nearer availabler obliged leave choice choice ageliki gerant advantage elses apartments doesnt dam hospitality human	negative
great place location amenities unique shower issue plusses	positive
great cosy appartment center city communication good issues satisfied	positive
spent nights great time apartment spotless location greatstraight road metro station thissio touristy areas athens slight mix checking stelios replied issue sorted problems stay	negative
location perfect close attractions walking distance safe issues lock door opening door long time figure shirins directions bathroom clean large soap dispenser wash hands sink thing add shower hook place hand shower hard shower great stay shirin responsive place clean living room space area great lots room	positive
travel greece constantines homes option locations hospitality impeccable design decor comfortable youll impressed hard time wanting leave meals ended cooking meals enjoy outdoor spaces views amenities amazing	positive
